maxPrice,essence,diesel,hybrid,elec,manual,auto,id
21000,f,t,f,f,t,f,1846
21000,f,t,f,f,t,f,1847
21000,f,t,f,f,t,f,1848
21000,f,t,f,f,t,f,1849
21000,f,t,f,f,t,f,1850
21000,f,t,f,f,t,f,1851
21000,f,t,f,f,t,f,1852
21000,f,t,f,f,t,f,1853
21000,f,t,f,f,t,f,1854
22000,f,t,f,f,t,f,1855
22000,f,t,f,f,t,f,1856
-1,f,t,f,f,t,f,1857
21000,f,t,f,f,t,f,1858
22000,f,t,f,f,t,f,1859
23000,f,t,f,f,t,f,1860
43000,f,t,f,f,t,f,1861
22000,f,t,f,f,t,f,1775
21000,f,t,f,f,t,f,1862
21000,f,t,f,f,t,f,1863
21000,f,t,f,f,t,f,1864
21000,f,t,f,f,t,f,1865
16000,f,t,f,f,t,f,1866
24000,f,t,f,f,t,f,1867
20000,f,t,f,f,f,t,1868
11000,f,t,f,f,t,f,1869
10000,f,t,f,f,t,f,1870
10000,f,t,f,f,t,f,1871
10000,f,t,f,f,t,f,1872
21000,f,t,f,f,t,f,1873
21000,f,t,f,f,t,f,1874
21000,f,t,f,f,t,f,1875
53000,t,f,f,f,t,f,1880
21000,f,t,f,f,t,f,1876
21000,f,t,f,f,t,f,1881
-1,t,t,t,t,t,t,1882
25000,f,t,f,f,t,f,1883
22000,f,t,f,f,t,f,1886
21000,f,t,f,f,t,f,1887
21000,f,t,f,f,t,f,1888
22000,f,t,f,f,t,f,1889
22000,f,t,f,f,t,f,1890
21000,f,t,f,f,t,f,1891
21000,f,t,f,f,t,f,1892
0,f,t,f,f,t,f,1893
0,f,t,f,f,t,f,1894
0,f,t,f,f,t,f,1895
0,f,t,f,f,t,f,1896
-1,f,t,f,f,t,f,1897
-1,t,t,f,f,t,t,1898
-1,f,t,f,f,t,f,1899
29000,f,t,f,f,t,f,1900
21000,f,t,f,f,t,f,1901
29000,f,f,f,f,f,f,1903
29000,f,f,f,f,f,f,1904
21000,f,t,f,f,t,f,1906
21000,f,t,f,f,t,f,1902
29000,f,f,f,f,f,f,1905
21000,f,t,f,f,t,f,1907
32000,f,t,f,f,t,f,1908
35000,f,t,f,f,t,f,1951
33000,f,t,f,f,t,f,1952
33000,f,t,f,f,t,f,1953
41000,f,t,f,f,t,f,1954
41000,f,t,f,f,t,f,1955
44000,f,t,f,f,t,f,1956
50000,f,t,f,f,t,f,1957
14000,f,t,f,f,t,f,1958
21000,f,t,f,f,t,f,1959
25000,f,t,f,f,t,f,1909
21000,f,t,f,f,t,f,1960
25000,f,t,f,f,t,f,1910
25000,f,t,f,f,t,f,1911
-1,f,f,f,f,f,f,1912
-1,f,f,f,f,f,f,1913
30000,f,t,f,f,t,f,1914
24000,f,t,f,f,t,f,1915
22000,f,t,f,f,t,f,1916
23000,f,t,f,f,f,t,1917
30000,f,t,f,f,t,f,1918
25000,f,t,f,f,f,t,1919
21000,f,t,f,f,t,f,1920
21000,f,t,f,f,t,f,1921
20000,f,t,f,f,t,f,1922
22000,f,t,f,f,t,f,1923
24000,f,t,f,f,t,f,1924
21000,f,t,f,f,t,f,1925
-1,f,f,f,f,f,f,1926
21000,f,t,f,f,t,f,1927
23000,f,t,f,f,t,f,1928
16000,f,t,f,f,t,f,1929
26000,f,t,f,f,t,f,1930
32000,f,t,f,f,t,f,1931
22000,f,t,f,f,t,f,1932
19000,f,t,f,f,t,f,1933
29000,f,t,f,f,t,f,1934
23000,f,t,f,f,t,f,1935
21000,f,t,f,f,t,f,1936
21000,f,t,f,f,t,f,1937
21000,f,t,f,f,t,f,1938
22000,f,t,f,f,t,f,1939
25000,f,t,f,f,t,f,1940
35000,f,t,f,f,t,f,1941
31000,f,t,f,f,t,f,1942
39000,f,t,f,f,t,f,1943
64000,f,t,f,f,t,f,1944
32000,f,t,f,f,t,f,1945
21000,f,t,f,f,t,f,1946
21000,f,t,f,f,t,f,1947
22000,f,t,f,f,t,f,1948
26000,f,t,f,f,t,f,1949
16000,f,t,f,f,t,f,1950
21000,f,t,f,f,t,f,1961
24000,f,t,f,f,t,f,1963
25000,f,t,f,f,t,f,1962
21000,f,t,f,f,t,f,1964
23000,f,t,f,f,t,f,1965
25000,f,t,f,f,t,f,1966
22000,f,t,f,f,t,f,1967
21000,f,t,f,f,t,f,1968
22000,f,t,f,f,t,f,1969
23000,f,t,f,f,t,f,1971
22000,f,t,f,f,t,f,1973
22000,f,t,f,f,t,f,1974
23000,f,t,f,f,t,f,1975
23000,f,t,f,f,t,f,1970
21000,f,t,f,f,t,f,1980
22000,f,t,f,f,t,f,1972
21000,f,t,f,f,t,f,1979
21000,f,t,f,f,t,f,1985
-1,t,t,t,t,t,f,1988
-1,t,t,t,t,t,f,1989
21000,f,t,f,f,t,f,1990
23000,f,t,f,f,t,f,1976
21000,f,t,f,f,t,f,1986
23000,f,t,f,f,t,f,1977
22000,f,t,f,f,t,f,1978
21000,f,t,f,f,t,f,1981
21000,f,t,f,f,t,f,1982
21000,f,t,f,f,t,f,1983
21000,f,t,f,f,t,f,1984
-1,t,t,t,t,t,f,1987
22000,f,t,f,f,t,f,1991
22000,f,t,f,f,t,f,1992
21000,f,t,f,f,t,f,1993
21000,f,t,f,f,t,f,1994
29000,f,t,f,f,t,f,1995
23000,f,t,f,f,t,f,1996
-1,f,t,f,f,t,f,1997
35000,f,t,f,f,t,f,1998
30000,f,t,f,f,t,f,1999
21000,f,t,f,f,t,f,2000
20000,f,t,f,f,t,f,2001
23000,f,t,f,f,t,f,2002
19000,f,t,f,f,t,f,2003
25000,f,t,f,f,t,f,2004
20000,f,t,f,f,t,f,2005
47000,f,t,f,f,f,t,2006
27000,t,f,f,t,f,t,2007
21000,f,t,f,f,t,f,2008
21000,f,t,f,f,t,f,2009
21000,f,t,f,f,t,f,2010
21000,f,t,f,f,t,f,2011
21000,f,t,f,f,t,f,2012
21000,f,t,f,f,t,f,2013
21000,f,t,f,f,t,f,2014
21000,f,t,f,f,t,f,2015
21000,f,t,f,f,t,f,2016
21000,f,t,f,f,t,f,2017
21000,f,f,f,f,f,f,2029
22000,t,t,f,f,t,f,2030
-1,f,f,f,f,f,f,2031
25000,f,t,f,f,t,f,2018
30000,f,t,f,f,t,f,2032
26000,f,t,f,f,t,f,2019
21000,f,t,f,f,t,f,2020
21000,f,t,f,f,t,f,2021
-1,f,f,f,f,f,f,2033
21000,f,t,f,t,t,f,2022
21000,f,t,f,f,t,f,2023
-1,f,f,f,f,f,f,2034
21000,f,t,f,f,t,f,2035
-1,f,t,f,f,t,f,2036
21000,f,f,t,f,t,f,2024
21000,f,t,f,f,t,f,2025
21000,f,t,f,f,t,f,2026
21000,f,t,f,f,t,f,2027
21000,f,t,f,f,t,f,2037
