maxPrice,essence,diesel,hybrid,elec,manual,auto,id
-1,f,t,f,f,t,f,1233
-1,f,t,f,f,t,f,1234
47000,f,t,f,f,f,t,1235
47000,f,t,f,f,f,t,1236
49000,f,t,f,f,f,t,1237
15000,t,t,f,f,t,f,1238
15000,t,t,f,f,t,f,1239
60000,f,t,f,f,f,t,1240
60000,f,t,f,f,f,t,1241
70000,f,t,f,f,f,t,1242
47000,f,t,f,f,f,t,1243
47000,f,t,f,f,f,t,1244
47000,f,t,f,f,f,t,1245
47000,f,t,f,f,f,t,1246
47000,f,t,f,f,f,t,1247
47000,f,t,f,f,f,t,1248
48000,f,t,f,f,f,t,1249
47000,f,t,f,f,f,t,1250
48000,f,t,f,f,f,t,1251
47000,f,t,f,f,f,t,1252
47000,f,t,f,f,f,t,1253
47000,f,t,f,f,f,t,1254
47000,f,t,f,f,f,t,1255
47000,f,t,f,f,f,t,1256
48000,f,t,f,f,f,t,1257
47000,f,t,f,f,f,t,1258
48000,f,t,f,f,f,t,1259
48000,f,t,f,f,f,t,1260
47000,f,t,f,f,f,t,1261
47000,f,t,f,f,f,t,1262
47000,f,t,f,f,f,t,1263
47000,f,t,f,f,f,t,1264
47000,f,t,f,f,f,t,1265
-1,f,t,f,f,f,t,1269
-1,f,f,f,f,f,f,1271
-1,f,f,f,f,f,f,1272
47000,f,t,f,f,f,t,1266
47000,f,t,f,f,f,t,1267
47000,f,t,f,f,f,t,1268
47000,f,t,f,f,f,t,1270
50000,f,t,f,f,f,t,1273
60000,f,t,f,f,f,t,1276
59000,f,t,f,f,f,t,1274
68000,f,t,f,f,f,t,1275
60000,f,t,f,f,f,t,1277
48000,f,t,f,f,f,t,1278
50000,f,t,f,f,f,t,1279
50000,f,t,f,f,f,t,1280
48000,f,t,f,f,f,t,1281
70000,f,t,f,f,f,t,1282
89000,f,t,f,f,f,t,1283
74000,f,t,f,f,f,t,1284
50000,f,t,f,f,f,t,1285
50000,f,t,f,f,f,t,1286
47000,f,t,f,f,f,t,1287
-1,f,f,f,f,f,f,1288
-1,f,f,f,f,f,f,1289
47000,f,t,f,f,f,t,1290
48000,f,t,f,f,f,t,1291
48000,f,t,f,f,f,t,1292
47000,f,t,f,f,f,t,1293
-1,f,t,f,f,f,t,1294
-1,f,t,f,f,f,t,1295
47000,f,t,f,f,f,t,1296
60000,f,t,f,f,f,t,1297
60000,f,t,f,f,f,t,1298
56000,f,t,f,f,f,t,1299
-1,f,t,f,f,f,t,1300
47000,f,t,f,f,f,t,1301
47000,f,t,f,f,f,t,1302
-1,f,t,f,f,f,t,1303
47000,f,t,f,f,f,t,1304
48000,f,t,f,f,f,t,1305
-1,f,t,f,f,f,t,1306
-1,f,t,f,f,f,t,1307
48000,f,t,f,f,f,f,1308
48000,f,t,f,f,f,f,1309
49000,f,t,f,f,f,t,1310
50000,f,t,f,f,f,t,1311
16000,t,f,f,f,t,f,1312
16000,t,f,f,f,t,f,1313
16000,t,f,f,f,t,f,1314
16000,t,f,f,f,t,f,1315
51000,f,t,f,f,f,t,1316
51000,f,t,f,f,f,t,1317
-1,t,t,t,t,t,t,1318
-1,t,t,t,t,t,f,1319
-1,t,t,t,t,f,t,1320
-1,t,t,t,t,t,t,1321
-1,t,t,t,t,t,f,1322
-1,t,t,t,t,t,t,1323
-1,t,t,t,t,t,f,1324
-1,t,t,t,t,f,t,1325
-1,t,t,t,t,t,f,1326
47000,f,t,f,f,f,t,1327
47000,f,t,f,f,f,f,1328
39000,f,t,f,f,f,f,1329
39000,f,t,f,f,f,f,1330
46000,f,t,f,f,f,f,1331
48000,f,t,f,f,f,f,1332
55000,f,t,f,f,f,f,1333
55000,f,t,f,f,f,f,1334
55000,f,t,f,f,f,f,1335
49000,f,t,f,f,f,t,1336
54000,f,t,f,f,f,t,1337
55000,f,t,f,f,f,t,1338
55000,f,t,f,f,f,t,1339
50000,f,t,f,f,f,t,1352
50000,f,t,f,f,f,t,1356
49000,f,t,f,f,f,t,1340
51000,f,t,f,f,f,t,1341
46000,f,t,f,f,f,t,1347
52000,f,t,f,f,f,t,1349
50000,f,t,f,f,f,t,1354
53000,f,t,f,f,f,t,1342
54000,f,t,f,f,f,t,1346
50000,f,t,f,f,f,t,1357
50000,f,t,f,f,f,t,1358
52000,f,t,f,f,f,t,1343
50000,f,t,f,f,f,t,1350
51000,f,t,f,f,f,t,1344
53000,f,t,f,f,f,t,1348
49000,f,t,f,f,f,t,1345
50000,f,t,f,f,f,t,1351
50000,f,t,f,f,f,t,1353
50000,f,t,f,f,f,t,1355
50000,f,t,f,f,f,t,1359
50000,f,t,f,f,f,t,1360
60000,f,t,f,f,f,t,1361
60000,f,t,f,f,f,t,1362
50000,f,t,f,f,f,t,1363
-1,f,f,f,f,f,f,1364
-1,f,f,f,f,f,f,1365
11000,f,t,f,f,t,f,1366
22000,t,f,f,f,f,t,1367
18000,t,f,f,f,t,f,1368
50000,f,t,f,f,f,t,1369
51000,f,t,f,f,t,t,1370
49000,f,t,f,f,f,t,1371
49000,f,t,f,f,f,t,1372
