maxPrice,essence,diesel,hybrid,elec,manual,auto,id
30000,t,t,f,f,t,f,2825
17000,t,f,f,f,t,f,2840
17000,t,f,f,f,t,f,2851
17000,t,f,f,f,t,f,2852
17000,t,f,f,f,t,f,2287
24000,t,f,f,f,t,f,2519
17000,t,f,f,f,t,f,2529
20000,t,f,f,f,t,f,2546
17000,t,f,f,f,t,f,2558
21000,t,f,f,f,t,f,2821
17000,t,f,f,f,t,f,2822
-1,t,f,f,t,f,t,2828
17000,t,f,f,f,t,f,2859
25000,t,f,f,f,t,f,2863
18000,t,f,f,f,t,f,2864
18000,t,f,f,f,t,f,2288
17000,t,f,f,f,t,f,2296
23000,t,f,f,f,t,f,2520
18000,t,f,f,f,t,f,2523
12000,t,f,f,f,t,f,2547
17000,t,f,f,f,t,f,2867
17000,t,f,f,f,t,f,2868
18000,t,f,f,f,t,f,2292
19000,t,f,f,f,t,f,2521
17000,t,f,f,f,t,f,2530
22000,t,f,f,f,t,f,2544
17000,t,f,f,f,t,f,2554
17000,t,f,f,f,t,f,2869
-1,f,f,f,f,f,f,2879
-1,f,f,f,f,f,f,2880
17000,t,f,f,f,t,f,2297
18000,t,f,f,f,t,f,2522
17000,t,f,f,f,t,f,2870
35000,t,f,f,f,t,f,2872
17000,t,f,f,f,t,f,2535
17000,t,f,f,f,t,f,2536
17000,t,f,f,f,t,f,2537
-1,f,t,f,f,f,t,2877
19000,t,f,f,f,t,f,2538
17000,t,f,f,f,t,f,2560
24000,f,t,f,f,t,f,2878
-1,f,f,f,f,f,f,2298
17000,t,f,f,f,t,f,2303
17000,t,f,f,f,t,f,2304
-1,f,f,f,f,f,f,2305
-1,f,f,f,f,f,f,2308
-1,f,f,f,f,f,f,2309
-1,t,f,f,f,t,f,2317
21000,t,f,f,f,t,f,2542
17000,t,f,f,f,t,f,2871
17000,t,f,t,t,t,t,2874
17000,t,f,f,f,t,t,2876
17000,t,f,f,f,t,f,2299
17000,t,f,f,f,t,f,2301
17000,t,f,f,f,t,f,2312
17000,t,f,f,f,t,f,2313
17000,t,f,f,f,t,f,2315
17000,t,f,f,f,t,f,2316
17000,t,f,f,f,t,f,2318
17000,t,f,f,f,t,f,2561
17000,t,f,f,f,t,f,2571
17000,t,f,f,f,t,f,2578
17000,t,f,f,f,t,f,2591
17000,t,f,f,f,t,f,2595
17000,t,f,f,f,t,f,2596
17000,t,t,t,t,t,t,2873
17000,t,f,f,f,t,f,2302
17000,t,f,f,f,t,f,2300
18000,t,f,f,f,t,f,2307
20000,t,f,f,f,t,f,2322
17000,t,f,f,f,t,f,2562
17000,t,f,f,f,t,f,2574
20000,t,f,f,f,t,f,2601
17000,t,f,f,f,t,f,2605
17000,t,f,f,f,t,f,2609
17000,t,f,f,f,t,f,2612
17000,t,f,f,f,t,f,2615
17000,t,f,f,f,t,f,2875
-1,f,f,f,f,f,f,2306
17000,t,f,f,f,t,f,2314
17000,t,f,f,f,t,f,2319
17000,t,f,f,f,t,f,2320
17000,t,f,f,f,t,f,2563
17000,t,f,f,f,t,f,2564
17000,t,f,f,f,t,f,2566
17000,t,f,f,f,t,f,2573
17000,t,f,f,f,t,f,2579
17000,t,f,f,f,t,f,2590
18000,t,f,f,f,t,f,2598
18000,t,f,f,f,t,f,2600
17000,t,f,f,f,t,f,2310
18000,f,f,f,f,f,f,2321
17000,t,f,f,f,t,f,2565
17000,t,f,f,f,t,f,2575
-1,f,f,f,f,f,f,2580
17000,t,f,f,f,t,f,2581
18000,t,f,f,f,t,f,2599
24000,t,f,f,f,t,f,2607
17000,t,f,f,f,t,f,2311
17000,t,f,f,f,t,f,2567
17000,t,f,f,f,t,f,2572
17000,t,f,f,f,t,f,2568
17000,t,f,f,f,t,f,2323
17000,t,f,f,f,t,f,2325
17000,t,f,f,f,t,f,2339
18000,t,f,f,f,t,f,2341
16000,t,f,f,f,t,f,2345
17000,t,f,f,f,t,f,2347
17000,t,f,f,f,t,f,2361
17000,t,f,f,f,t,f,2570
19000,t,f,f,f,t,f,2577
18000,t,f,f,f,t,f,2597
17000,t,f,f,f,t,f,2603
17000,t,f,f,f,t,f,2616
18000,t,f,f,f,t,f,2324
17000,t,f,f,f,t,f,2328
18000,t,f,f,f,t,f,2337
18000,t,f,f,f,t,f,2338
-1,f,f,f,f,f,f,2353
17000,t,f,f,f,t,f,2362
17000,t,f,f,f,t,f,2365
17000,t,f,f,f,t,f,2569
17000,t,f,f,f,t,f,2582
17000,t,f,f,f,t,f,2583
17000,t,f,f,f,t,f,2594
26000,t,f,f,f,t,f,2604
17000,t,f,f,f,t,f,2614
17000,t,f,f,f,t,f,2326
19000,t,f,f,f,t,f,2331
19000,t,f,f,f,t,f,2332
17000,t,f,f,f,t,f,2334
17000,t,f,f,f,t,f,2335
17000,t,f,f,f,t,f,2336
17000,f,f,f,f,f,f,2340
17000,t,f,f,f,t,f,2344
17000,f,f,f,f,f,f,2346
17000,t,f,f,f,t,f,2351
18000,f,f,f,f,f,f,2350
17000,f,t,f,f,t,f,2363
17000,f,t,f,f,t,f,2364
17000,t,f,f,f,t,f,2366
19000,t,f,f,f,t,f,2576
17000,t,f,f,f,t,f,2588
17000,t,f,f,f,t,f,2589
17000,t,f,f,f,t,f,2592
17000,t,f,f,f,t,f,2593
17000,t,f,f,f,t,f,2610
17000,t,f,f,f,t,f,2611
17000,t,f,f,f,t,f,2617
17000,t,f,f,f,t,f,2327
17000,t,f,f,f,t,f,2329
17000,t,f,f,f,t,f,2352
17000,t,f,f,f,t,f,2355
17000,t,f,f,f,t,f,2584
17000,t,f,f,f,t,f,2585
17000,t,f,f,f,t,f,2586
17000,t,f,f,f,t,f,2587
17000,t,f,f,f,t,f,2602
17000,t,f,f,f,t,f,2606
17000,t,f,f,f,t,f,2608
17000,t,f,f,f,t,f,2613
17000,t,f,f,f,t,f,2330
17000,t,f,f,f,t,f,2333
17000,f,f,f,f,f,f,2343
17000,t,f,f,f,t,f,2348
-1,f,f,f,f,f,f,2349
-1,t,f,f,f,t,f,2358
17000,t,f,f,f,t,f,2359
17000,t,f,f,f,t,f,2618
17000,t,f,f,f,t,f,2647
-1,f,f,f,f,f,f,2648
17000,t,f,f,f,t,f,2662
17000,t,f,f,f,t,f,2665
18000,t,f,f,f,t,f,2342
17000,t,f,f,f,t,f,2354
-1,f,f,f,f,f,f,2360
18000,t,f,f,f,t,f,2619
17000,t,f,f,f,t,f,2626
-1,t,f,f,f,t,f,2640
18000,t,f,f,f,t,f,2654
17000,t,f,f,f,t,f,2356
-1,f,f,f,f,f,f,2357
17000,t,f,f,f,t,f,2620
17000,t,f,f,f,t,f,2627
20000,t,f,f,f,t,f,2628
-1,t,f,f,f,t,f,2636
-1,t,f,f,f,t,f,2637
17000,t,f,f,f,t,f,2642
17000,t,f,f,f,t,f,2643
18000,t,f,f,f,t,f,2367
18000,t,f,f,f,t,f,2370
17000,t,f,f,f,t,f,2382
17000,t,f,f,f,t,f,2621
17000,t,f,f,f,t,f,2634
17000,t,f,f,f,t,f,2635
17000,t,f,f,f,t,f,2368
17000,t,f,f,f,t,f,2369
17000,t,f,f,f,t,f,2373
17000,t,f,f,f,t,f,2374
17000,t,f,f,f,t,f,2379
17000,t,f,f,f,t,f,2383
17000,t,f,f,f,t,f,2390
17000,t,f,f,f,t,f,2392
16000,t,f,f,f,t,f,2397
18000,t,f,f,f,t,f,2399
17000,t,f,f,f,t,f,2622
19000,t,f,f,f,t,f,2630
17000,t,f,f,f,t,f,2631
17000,t,f,f,f,t,f,2633
20000,t,f,f,f,t,f,2641
17000,t,f,f,f,t,f,2659
17000,t,f,f,f,t,f,2410
17000,t,f,f,f,t,f,2660
17000,t,f,f,f,t,f,2663
17000,t,f,f,f,t,f,2375
17000,t,f,f,f,t,f,2377
17000,t,f,f,f,t,f,2371
17000,t,f,f,f,t,f,2384
17000,t,f,f,f,t,f,2389
20000,t,f,f,f,t,f,2403
17000,t,f,f,f,t,f,2623
17000,t,f,f,f,t,f,2632
-1,f,f,f,f,f,f,2644
17000,t,f,f,f,t,f,2649
45000,f,t,f,f,f,t,2652
17000,t,f,f,f,t,f,2655
17000,t,f,f,f,t,f,2658
17000,t,f,f,f,t,f,2661
17000,t,f,f,f,t,f,2666
17000,t,f,f,f,t,f,2667
17000,t,f,f,f,t,f,2372
17000,t,f,f,f,t,f,2378
18000,t,f,f,f,t,f,2380
17000,t,f,f,f,t,f,2387
17000,t,f,f,f,t,f,2391
17000,t,f,f,f,t,f,2394
17000,t,f,f,f,t,f,2396
18000,t,f,f,f,t,f,2401
17000,t,f,f,f,t,f,2402
17000,t,f,f,f,t,f,2406
37000,t,f,f,f,t,f,2407
18000,t,f,f,f,t,f,2624
18000,t,f,f,f,t,f,2625
19000,t,f,f,f,t,f,2629
-1,f,f,f,f,f,f,2650
-1,f,f,f,f,f,f,2651
17000,t,f,f,f,t,f,2653
17000,t,f,f,f,t,f,2657
17000,t,f,f,f,t,f,2664
17000,t,f,f,f,t,f,2376
17000,t,f,f,f,t,f,2381
17000,t,f,f,f,t,f,2395
17000,t,f,f,f,t,f,2409
18000,t,f,f,f,t,f,2638
17000,t,f,f,f,t,f,2639
20000,t,f,f,f,t,f,2645
17000,t,f,f,f,t,f,2385
17000,t,f,f,f,t,f,2386
17000,t,f,f,f,t,f,2388
-1,t,f,f,f,t,f,2400
17000,t,f,f,f,t,f,2405
20000,t,f,f,f,t,f,2408
20000,t,f,f,f,t,f,2646
17000,t,f,f,f,t,f,2656
17000,t,f,f,f,t,f,2668
17000,t,f,f,f,t,f,2393
17000,t,f,f,f,t,f,2398
18000,t,f,f,f,t,f,2404
17000,t,f,f,f,t,f,2669
17000,t,f,f,f,t,f,2679
17000,t,f,f,f,t,f,2684
17000,t,f,f,f,t,f,2694
17000,t,f,f,f,t,f,2695
17000,t,f,f,f,t,f,2697
17000,t,f,f,f,t,f,2698
17000,t,f,f,f,t,f,2703
17000,t,f,f,f,t,f,2704
17000,t,f,f,f,t,f,2716
17000,t,f,f,f,t,f,2717
17000,t,f,f,f,t,f,2718
17000,t,f,f,f,t,f,2719
18000,t,f,f,f,t,f,2724
17000,t,f,f,f,t,f,2729
17000,t,f,f,f,t,f,2732
17000,t,f,f,f,t,f,2734
17000,t,f,f,f,t,f,2737
17000,t,f,f,f,t,f,2738
17000,t,f,f,f,t,f,2739
17000,t,f,f,f,t,f,2743
17000,t,f,f,f,t,f,2746
17000,t,f,f,f,t,f,2670
17000,t,f,f,f,t,f,2681
17000,t,f,f,f,t,f,2683
17000,t,f,f,f,t,f,2411
17000,t,f,f,f,t,f,2412
17000,t,f,f,f,t,f,2712
17000,t,f,f,f,t,f,2726
17000,t,f,f,f,t,f,2742
17000,t,f,f,f,t,f,2416
21000,t,f,f,f,t,f,2430
21000,t,f,f,f,t,f,2440
21000,t,f,f,f,t,f,2441
17000,t,f,f,f,t,f,2444
18000,t,f,f,f,t,f,2445
17000,t,f,f,f,t,f,2413
25000,t,f,f,f,t,f,2418
17000,t,f,f,f,t,f,2427
18000,t,f,f,f,t,f,2433
17000,t,f,f,f,t,f,2671
17000,t,f,f,f,t,f,2672
17000,t,f,f,f,t,f,2677
17000,t,f,f,f,t,f,2691
17000,t,f,f,f,t,f,2710
17000,t,f,f,f,t,f,2711
17000,t,f,f,f,t,f,2720
17000,t,f,f,f,t,f,2721
17000,t,f,f,f,t,f,2725
17000,t,f,f,f,t,f,2728
17000,t,f,f,f,t,f,2731
17000,t,f,f,f,t,f,2733
17000,t,f,f,f,t,f,2735
17000,t,f,f,f,t,f,2741
17000,t,f,f,f,t,f,2744
17000,t,f,f,f,t,f,2414
-1,t,f,f,f,t,f,2431
17000,t,f,f,f,t,f,2435
17000,t,f,f,f,t,f,2439
23000,t,f,f,f,t,f,2442
17000,t,f,f,f,t,f,2673
17000,t,f,f,f,t,f,2682
17000,t,f,f,f,t,f,2685
17000,t,f,f,f,t,f,2701
17000,t,f,f,f,t,f,2713
18000,t,f,f,f,t,f,2714
17000,t,f,f,f,t,f,2715
17000,t,f,f,f,t,f,2727
17000,t,f,f,f,t,f,2736
17000,t,f,f,f,t,f,2674
17000,t,f,f,f,t,f,2693
17000,t,f,f,f,t,f,2700
17000,t,f,f,f,t,f,2702
17000,t,f,f,f,t,f,2705
20000,t,f,f,f,t,f,2415
17000,t,f,f,f,t,f,2422
17000,t,f,f,f,t,f,2423
17000,t,f,f,f,t,f,2424
20000,t,f,f,f,t,f,2443
17000,t,f,f,f,t,f,2706
17000,t,f,f,f,t,f,2707
17000,t,f,f,f,t,f,2709
17000,t,f,f,f,t,f,2722
17000,t,f,f,f,t,f,2723
17000,t,f,f,f,t,f,2730
17000,t,f,f,f,t,f,2417
17000,t,f,f,f,t,f,2428
17000,t,f,f,f,t,f,2434
17000,t,f,f,f,t,f,2675
17000,t,f,f,f,t,f,2689
17000,t,f,f,f,t,f,2692
17000,t,f,f,f,t,f,2708
18000,t,f,f,f,t,f,2419
17000,t,f,f,f,t,f,2426
17000,t,f,f,f,t,f,2429
18000,t,f,f,f,t,f,2438
18000,t,f,f,f,t,f,2446
17000,t,f,f,f,t,f,2676
17000,t,f,f,f,t,f,2678
17000,t,f,f,f,t,f,2699
17000,t,f,f,f,t,f,2420
17000,t,f,f,f,t,f,2421
17000,t,f,f,f,t,f,2680
17000,t,f,f,f,t,f,2688
17000,t,f,f,f,t,f,2690
17000,t,f,f,f,t,f,2696
17000,t,f,f,f,t,f,2745
17000,t,f,f,f,t,f,2425
18000,t,f,f,f,t,f,2432
19000,t,f,f,f,f,f,2436
19000,t,f,f,f,t,f,2437
18000,t,f,f,f,t,f,2447
17000,t,f,f,f,f,f,2686
17000,t,f,f,f,t,f,2687
17000,t,f,f,f,t,f,2740
17000,t,f,f,f,t,f,2747
17000,t,f,f,f,t,f,2752
17000,t,f,f,f,t,f,2756
17000,t,f,f,f,t,f,2748
17000,t,f,f,f,t,f,2749
17000,t,f,f,f,t,f,2758
17000,t,f,f,f,t,f,2750
17000,t,f,f,f,t,f,2765
18000,t,f,f,f,t,f,2751
17000,t,f,f,f,t,f,2753
0,t,f,f,f,t,f,2766
17000,t,f,f,f,t,f,2754
17000,t,f,f,f,t,f,2759
17000,t,f,f,f,t,f,2755
17000,t,f,f,f,t,f,2760
17000,t,f,f,f,t,f,2764
17000,t,f,f,f,t,f,2757
17000,t,f,f,f,t,f,2761
17000,t,f,f,f,t,f,2762
17000,t,f,f,f,t,f,2763
17000,t,f,f,f,t,f,2239
